Point ID,Points_0,Points_1,Points_2,Points_Magnitude,psi
285,2.250046794e+00,-4.048584378e+00,0.000000000e+00,4.631818869e+00,-8.610260810e-02
286,2.381842812e+00,-2.907714594e+00,0.000000000e+00,3.758720439e+00,1.230720951e+01
287,2.399125000e+00,-2.886296761e+00,0.000000000e+00,3.753199936e+00,1.230720951e+01
288,6.309784049e+00,-8.840707022e+00,0.000000000e+00,1.086146746e+01,-8.610260810e-02
289,6.307701761e+00,-8.872143110e+00,0.000000000e+00,1.088586353e+01,-8.610260810e-02
290,2.561462234e+00,-2.446853739e+00,0.000000000e+00,3.542341316e+00,1.230720951e+01
291,2.564024600e+00,-2.421858876e+00,0.000000000e+00,3.526984912e+00,1.230720951e+01
292,2.211625000e+00,-1.668374332e+00,0.000000000e+00,2.770335368e+00,1.230720951e+01
293,2.180098429e+00,-1.666778208e+00,0.000000000e+00,2.744262880e+00,1.230720951e+01
294,1.508500000e+00,-4.050224169e+00,0.000000000e+00,4.322023608e+00,-8.610260810e-02
295,1.515658185e+00,-4.050145569e+00,0.000000000e+00,4.324453592e+00,-8.610260810e-02
296,6.637406767e+00,3.535360938e+00,0.000000000e+00,7.520235737e+00,-8.610260810e-02
297,6.653441723e+00,3.523853640e+00,0.000000000e+00,7.528999352e+00,-8.610260810e-02
298,6.175513525e+00,3.819598763e+00,0.000000000e+00,7.261287903e+00,-8.610260810e-02
299,6.218534610e+00,3.798461708e+00,0.000000000e+00,7.286870662e+00,-8.610260810e-02
300,5.778720297e+00,3.976320410e+00,0.000000000e+00,7.014608491e+00,-8.610260810e-02
301,5.779741057e+00,3.975997136e+00,0.000000000e+00,7.015266204e+00,-8.610260810e-02
302,6.044336729e+00,3.879787166e+00,0.000000000e+00,7.182392007e+00,-8.610260810e-02
303,6.055076921e+00,3.875527530e+00,0.000000000e+00,7.189135564e+00,-8.610260810e-02
304,4.241238661e+00,1.995803743e+00,0.000000000e+00,4.687359380e+00,-8.610260810e-02
305,4.242569350e+00,2.009056452e+00,0.000000000e+00,4.694220118e+00,-8.610260810e-02
306,4.388981497e+00,2.925596937e+00,0.000000000e+00,5.274682552e+00,-8.610260810e-02
307,4.397465012e+00,2.963440187e+00,0.000000000e+00,5.302798909e+00,-8.610260810e-02
308,4.436646294e+00,3.113311651e+00,0.000000000e+00,5.420012894e+00,-8.610260810e-02
309,4.440146792e+00,3.126676426e+00,0.000000000e+00,5.430562495e+00,-8.610260810e-02
310,7.134302217e+00,3.103610837e+00,0.000000000e+00,7.780145780e+00,-8.610260810e-02
311,7.608914740e+00,-1.283666694e+00,0.000000000e+00,7.716435946e+00,-8.610260810e-02
312,7.562884772e+00,-1.348802802e+00,0.000000000e+00,7.682219411e+00,-8.610260810e-02
313,7.081052830e+00,-1.914855790e+00,0.000000000e+00,7.335392415e+00,-8.610260810e-02
314,7.065853480e+00,-1.929942501e+00,0.000000000e+00,7.324681800e+00,-8.610260810e-02
315,6.904530887e+00,-2.087234866e+00,0.000000000e+00,7.213119724e+00,-8.610260810e-02
316,6.889987175e+00,-2.101046601e+00,0.000000000e+00,7.203215954e+00,-8.610260810e-02
317,4.729937402e+00,3.717914140e+00,0.000000000e+00,6.016244126e+00,-8.610260810e-02
318,4.764204350e+00,3.758798557e+00,0.000000000e+00,6.068460239e+00,-8.610260810e-02
319,8.206213974e+00,6.530517857e-01,0.000000000e+00,8.232157945e+00,-8.610260810e-02
320,8.206600028e+00,6.426032327e-01,0.000000000e+00,8.231720533e+00,-8.610260810e-02
321,6.682077863e+00,-2.285374357e+00,0.000000000e+00,7.062088963e+00,-8.610260810e-02
322,6.657602763e+00,-2.307180965e+00,0.000000000e+00,7.046045597e+00,-8.610260810e-02
323,6.436262080e+00,-2.492579169e+00,0.000000000e+00,6.902059148e+00,-8.610260810e-02
324,6.407579283e+00,-2.516667040e+00,0.000000000e+00,6.884089283e+00,-8.610260810e-02
325,1.977250000e+00,-3.029181742e+00,0.000000000e+00,3.617382975e+00,1.230720951e+01
326,2.032389697e+00,-3.041575000e+00,0.000000000e+00,3.658112404e+00,1.230720951e+01
327,2.062622315e+00,-1.685281250e+00,0.000000000e+00,2.663565975e+00,1.230720951e+01
328,1.977250000e+00,-1.718242138e+00,0.000000000e+00,2.619517820e+00,1.230720951e+01
329,7.556313366e+00,-9.286635988e+00,0.000000000e+00,1.197244669e+01,1.230720951e+01
330,7.571891493e+00,-9.316140175e+00,0.000000000e+00,1.200516591e+01,1.230720951e+01
331,7.612139355e+00,7.836301134e+00,0.000000000e+00,1.092484696e+01,1.230720951e+01
332,7.551129030e+00,7.756319959e+00,0.000000000e+00,1.082497339e+01,1.230720951e+01
333,6.782379117e+00,-7.324778987e+00,0.000000000e+00,9.982637612e+00,1.230720951e+01
334,6.786501941e+00,-7.345526164e+00,0.000000000e+00,1.000066814e+01,1.230720951e+01
335,7.849491964e+00,-9.776685311e+00,0.000000000e+00,1.253786663e+01,1.230720951e+01
336,7.885896637e+00,-9.828090037e+00,0.000000000e+00,1.260074282e+01,1.230720951e+01
337,7.644130574e+00,-9.440233835e+00,0.000000000e+00,1.214704685e+01,1.230720951e+01
338,7.707219017e+00,-9.549127822e+00,0.000000000e+00,1.227139222e+01,1.230720951e+01
339,7.972174488e+00,-9.960859873e+00,0.000000000e+00,1.275830300e+01,1.230720951e+01
340,7.998379969e+00,-9.998463098e+00,0.000000000e+00,1.280403633e+01,1.230720951e+01
341,2.514446564e+00,-1.942712710e+00,0.000000000e+00,3.177510692e+00,1.230720951e+01
342,2.505012300e+00,-1.920844718e+00,0.000000000e+00,3.156696224e+00,1.230720951e+01
343,2.564024600e+00,-2.140628530e+00,0.000000000e+00,3.340136622e+00,1.230720951e+01
344,2.560698325e+00,-2.110412138e+00,0.000000000e+00,3.318284995e+00,1.230720951e+01
345,6.125614788e+00,-9.992401411e+00,0.000000000e+00,1.172054788e+01,-8.610260810e-02
346,6.090605634e+00,-1.011696130e+01,0.000000000e+00,1.180882649e+01,-8.610260810e-02
347,7.180274042e+00,7.080461758e+00,0.000000000e+00,1.008410998e+01,1.230720951e+01
348,7.160273742e+00,6.988456240e+00,0.000000000e+00,1.000540058e+01,1.230720951e+01
349,7.145441744e+00,6.398969097e+00,0.000000000e+00,9.591879024e+00,1.230720951e+01
350,7.149298379e+00,6.379414164e+00,0.000000000e+00,9.581721786e+00,1.230720951e+01
351,5.826887042e+00,-5.686496035e+00,0.000000000e+00,8.141796470e+00,-8.610260810e-02
352,5.865659989e+00,-5.805538911e+00,0.000000000e+00,8.252893381e+00,-8.610260810e-02
353,6.089910871e+00,-6.594060509e+00,0.000000000e+00,8.976004033e+00,-8.610260810e-02
354,6.095117196e+00,-6.613543927e+00,0.000000000e+00,8.993854396e+00,-8.610260810e-02
355,5.957414658e+00,-6.101695748e+00,0.000000000e+00,8.527689042e+00,-8.610260810e-02
356,5.969320653e+00,-6.141361588e+00,0.000000000e+00,8.564409566e+00,-8.610260810e-02
357,6.689230394e+00,-6.775591949e+00,0.000000000e+00,9.521263021e+00,1.230720951e+01
358,6.694660523e+00,-6.820650000e+00,0.000000000e+00,9.557182950e+00,1.230720951e+01
359,6.898679386e+00,-4.913468775e+00,0.000000000e+00,8.469589876e+00,1.230720951e+01
360,6.889547857e+00,-4.933851306e+00,0.000000000e+00,8.474004861e+00,1.230720951e+01
361,6.788245307e+00,-5.234014209e+00,0.000000000e+00,8.571766392e+00,1.230720951e+01
362,6.768762054e+00,-5.298929917e+00,0.000000000e+00,8.596208351e+00,1.230720951e+01
363,6.656740818e+00,-6.109272463e+00,0.000000000e+00,9.035231505e+00,1.230720951e+01
364,6.656134484e+00,-6.169178830e+00,0.000000000e+00,9.075400470e+00,1.230720951e+01
365,3.228062555e+00,-4.081193936e+00,0.000000000e+00,5.203511488e+00,-8.610260810e-02
366,6.747199436e+00,-5.390073724e+00,0.000000000e+00,8.635832037e+00,1.230720951e+01
367,6.746029691e+00,-5.394291079e+00,0.000000000e+00,8.637551322e+00,1.230720951e+01
368,6.720805246e+00,-5.511814415e+00,0.000000000e+00,8.691911257e+00,1.230720951e+01
369,6.717515515e+00,-5.534361254e+00,0.000000000e+00,8.703687103e+00,1.230720951e+01
370,4.377094835e-01,-4.280717065e+00,0.000000000e+00,4.303037088e+00,-8.610260810e-02
371,4.730000000e-01,-4.273142035e+00,0.000000000e+00,4.299240846e+00,-8.610260810e-02
372,2.117875000e+00,-4.044634351e+00,0.000000000e+00,4.565573518e+00,-8.610260810e-02
373,2.152680591e+00,-4.044224925e+00,0.000000000e+00,4.581461444e+00,-8.610260810e-02
374,2.431536553e+00,-2.832962131e+00,0.000000000e+00,3.733369048e+00,1.230720951e+01
375,2.443409014e+00,-2.812401308e+00,0.000000000e+00,3.725566900e+00,1.230720951e+01
376,2.305375000e+00,-2.983355616e+00,0.000000000e+00,3.770300335e+00,1.230720951e+01
377,2.310505947e+00,-2.978876630e+00,0.000000000e+00,3.769899695e+00,1.230720951e+01
378,2.211625000e+00,-3.030179463e+00,0.000000000e+00,3.751436087e+00,1.230720951e+01
379,2.240989115e+00,-3.020463877e+00,0.000000000e+00,3.761015055e+00,1.230720951e+01
380,2.077186786e+00,-3.049033790e+00,0.000000000e+00,3.689351162e+00,1.230720951e+01
381,2.117875000e+00,-3.046996300e+00,0.000000000e+00,3.710738601e+00,1.230720951e+01
382,1.855755790e+00,-1.798300000e+00,0.000000000e+00,2.584127017e+00,1.230720951e+01
383,1.789750000e+00,-1.859100880e+00,0.000000000e+00,2.580593177e+00,1.230720951e+01
384,6.311626501e+00,-8.055128827e+00,0.000000000e+00,1.023336355e+01,-8.610260810e-02
385,6.314660992e+00,-8.129388478e+00,0.000000000e+00,1.029377970e+01,-8.610260810e-02
386,6.320520103e+00,-8.265987756e+00,0.000000000e+00,1.040555275e+01,-8.610260810e-02
387,6.322071152e+00,-8.359412834e+00,0.000000000e+00,1.048085715e+01,-8.610260810e-02
388,2.505012300e+00,-2.665527727e+00,0.000000000e+00,3.657885275e+00,1.230720951e+01
389,2.515294677e+00,-2.639544770e+00,0.000000000e+00,3.646080622e+00,1.230720951e+01
390,2.672397159e+00,-4.106668810e+00,0.000000000e+00,4.899636241e+00,-8.610260810e-02
391,2.716151683e+00,-4.111741501e+00,0.000000000e+00,4.927869533e+00,-8.610260810e-02
392,2.512215602e+00,-4.086635896e+00,0.000000000e+00,4.797063704e+00,-8.610260810e-02
393,2.536050561e+00,-4.092006466e+00,0.000000000e+00,4.814153027e+00,-8.610260810e-02
394,1.963615628e+00,-4.042338310e+00,0.000000000e+00,4.494027743e+00,-8.610260810e-02
395,1.977250000e+00,-4.042594391e+00,0.000000000e+00,4.500231880e+00,-8.610260810e-02
396,1.777857516e+00,-4.044438214e+00,0.000000000e+00,4.417947240e+00,-8.610260810e-02
397,1.789750000e+00,-4.044863559e+00,0.000000000e+00,4.423135345e+00,-8.610260810e-02
398,2.322045539e+00,-1.705378141e+00,0.000000000e+00,2.881008520e+00,1.230720951e+01
399,2.305375000e+00,-1.695662566e+00,0.000000000e+00,2.861822047e+00,1.230720951e+01
400,1.608723736e+00,-2.484254736e+00,0.000000000e+00,2.959647555e+00,1.230720951e+01
401,1.626467906e+00,-2.589475000e+00,0.000000000e+00,3.057904287e+00,1.230720951e+01
402,1.613486467e+00,-2.263946684e+00,0.000000000e+00,2.780070712e+00,1.230720951e+01
403,1.604042042e+00,-2.363425000e+00,0.000000000e+00,2.856348824e+00,1.230720951e+01
404,1.715198176e+00,-2.815525000e+00,0.000000000e+00,3.296829660e+00,1.230720951e+01
405,1.789750000e+00,-2.910496916e+00,0.000000000e+00,3.416752458e+00,1.230720951e+01
406,6.811291359e+00,-7.451356807e+00,0.000000000e+00,1.009536568e+01,1.230720951e+01
407,6.813148021e+00,-7.459467342e+00,0.000000000e+00,1.010260555e+01,1.230720951e+01
408,6.039314897e+00,-6.392764796e+00,0.000000000e+00,8.794359906e+00,-8.610260810e-02
409,6.041339119e+00,-6.400073846e+00,0.000000000e+00,8.801063776e+00,-8.610260810e-02
410,6.674558379e+00,-6.633150000e+00,0.000000000e+00,9.410016391e+00,1.230720951e+01
411,6.678119321e+00,-6.672219779e+00,0.000000000e+00,9.440116231e+00,1.230720951e+01
412,5.912500000e-01,-4.230101655e+00,0.000000000e+00,4.271221907e+00,-8.610260810e-02
413,6.017876339e-01,-4.226686075e+00,0.000000000e+00,4.269311834e+00,-8.610260810e-02
414,1.324815343e+00,-4.054175477e+00,0.000000000e+00,4.265146479e+00,-8.610260810e-02
415,1.414750000e+00,-4.052611624e+00,0.000000000e+00,4.292456003e+00,-8.610260810e-02
416,1.593649391e+00,-4.048406679e+00,0.000000000e+00,4.350783266e+00,-8.610260810e-02
417,1.610661020e+00,-4.048635235e+00,0.000000000e+00,4.357255580e+00,-8.610260810e-02
418,6.241919622e+00,-2.649255827e+00,0.000000000e+00,6.780864031e+00,-8.610260810e-02
419,6.227387449e+00,-2.661106451e+00,0.000000000e+00,6.772137180e+00,-8.610260810e-02
420,4.609593098e+00,-1.800800183e+00,0.000000000e+00,4.948861468e+00,-8.610260810e-02
421,4.589357581e+00,-1.715233595e+00,0.000000000e+00,4.899411116e+00,-8.610260810e-02
422,7.990618914e+00,-5.746015124e-01,0.000000000e+00,8.011251932e+00,-8.610260810e-02
423,7.984548633e+00,-5.901075299e-01,0.000000000e+00,8.006325235e+00,-8.610260810e-02
424,4.932752030e+00,3.898404465e+00,0.000000000e+00,6.287256951e+00,-8.610260810e-02
425,4.938917199e+00,3.902531878e+00,0.000000000e+00,6.294653140e+00,-8.610260810e-02
426,7.774590363e+00,-1.020339275e+00,0.000000000e+00,7.841259308e+00,-8.610260810e-02
427,7.753697642e+00,-1.056064310e+00,0.000000000e+00,7.825285870e+00,-8.610260810e-02
428,1.133500000e+00,-4.068029709e+00,0.000000000e+00,4.222995141e+00,-8.610260810e-02
429,1.139841182e+00,-4.066419507e+00,0.000000000e+00,4.223151137e+00,-8.610260810e-02
430,7.866072225e+00,8.110411551e+00,0.000000000e+00,1.129840112e+01,1.230720951e+01
431,7.811023696e+00,8.050892877e+00,0.000000000e+00,1.121735117e+01,1.230720951e+01
432,2.573775798e+00,-2.333387933e+00,0.000000000e+00,3.474049670e+00,1.230720951e+01
433,2.573431947e+00,-2.229452611e+00,0.000000000e+00,3.404851088e+00,1.230720951e+01
434,5.901326992e+00,-1.067976384e+01,0.000000000e+00,1.220176283e+01,-8.610260810e-02
435,5.857364893e+00,-1.078814483e+01,0.000000000e+00,1.227569926e+01,-8.610260810e-02
436,6.269859848e+00,-9.243372125e+00,0.000000000e+00,1.116920189e+01,-8.610260810e-02
437,6.264375436e+00,-9.281570471e+00,0.000000000e+00,1.119776540e+01,-8.610260810e-02
438,6.119819672e+00,-6.723363357e+00,0.000000000e+00,9.091523945e+00,-8.610260810e-02
439,6.143681904e+00,-6.828604972e+00,0.000000000e+00,9.185568747e+00,-8.610260810e-02
440,6.000226783e+00,-6.249589569e+00,0.000000000e+00,8.663722712e+00,-8.610260810e-02
441,6.006369557e+00,-6.270726797e+00,0.000000000e+00,8.683230379e+00,-8.610260810e-02
442,6.824246429e+00,-5.114140559e+00,0.000000000e+00,8.527882092e+00,1.230720951e+01
443,6.808632726e+00,-5.163779786e+00,0.000000000e+00,8.545297027e+00,1.230720951e+01
444,6.660051131e+00,-6.025948089e+00,0.000000000e+00,8.981555067e+00,1.230720951e+01
445,6.659390645e+00,-6.034024322e+00,0.000000000e+00,8.986486148e+00,1.230720951e+01
446,2.905667831e+00,-4.112095527e+00,0.000000000e+00,5.035100314e+00,-8.610260810e-02
447,2.977777910e+00,-4.105938539e+00,0.000000000e+00,5.072069850e+00,-8.610260810e-02
448,7.828359479e+00,5.280121500e+00,0.000000000e+00,9.442610613e+00,1.230720951e+01
449,7.968778659e+00,5.151892739e+00,0.000000000e+00,9.489121777e+00,1.230720951e+01
450,3.700792703e-01,-4.454935045e+00,0.000000000e+00,4.470280184e+00,-8.610260810e-02
451,4.042922971e-01,-4.331915264e+00,0.000000000e+00,4.350740410e+00,-8.610260810e-02
452,2.680004883e-01,-4.665493925e+00,0.000000000e+00,4.673184976e+00,-8.610260810e-02
453,2.846688847e-01,-4.626768224e+00,0.000000000e+00,4.635517293e+00,-8.610260810e-02
454,6.322144350e+00,-8.373255960e+00,0.000000000e+00,1.049194570e+01,-8.610260810e-02
455,6.322369429e+00,-8.454915315e+00,0.000000000e+00,1.055736464e+01,-8.610260810e-02
456,6.313242242e+00,-8.758844214e+00,0.000000000e+00,1.079696159e+01,-8.610260810e-02
457,6.312484184e+00,-8.788986587e+00,0.000000000e+00,1.082098617e+01,-8.610260810e-02
458,6.163053023e+00,-2.710753158e+00,0.000000000e+00,6.732860109e+00,-8.610260810e-02
459,6.100824388e+00,-2.760292673e+00,0.000000000e+00,6.696213397e+00,-8.610260810e-02
460,6.960205428e+00,3.270800977e+00,0.000000000e+00,7.690422526e+00,-8.610260810e-02
461,7.040699788e+00,3.195262164e+00,0.000000000e+00,7.731827326e+00,-8.610260810e-02
462,4.270504137e+00,2.234637705e+00,0.000000000e+00,4.819835190e+00,-8.610260810e-02
463,4.281301549e+00,2.308570192e+00,0.000000000e+00,4.864055847e+00,-8.610260810e-02
464,4.234596781e+00,1.932192393e+00,0.000000000e+00,4.654586700e+00,-8.610260810e-02
465,4.236078242e+00,1.948371238e+00,0.000000000e+00,4.662671911e+00,-8.610260810e-02
466,7.311458223e+00,2.910672467e+00,0.000000000e+00,7.869525751e+00,-8.610260810e-02
467,7.322039465e+00,2.898037395e+00,0.000000000e+00,7.874698894e+00,-8.610260810e-02
468,7.248693167e+00,-1.735264061e+00,0.000000000e+00,7.453502129e+00,-8.610260810e-02
469,7.174986167e+00,-1.815218392e+00,0.000000000e+00,7.401043460e+00,-8.610260810e-02
470,1.039750000e+00,-4.081483078e+00,0.000000000e+00,4.211838575e+00,-8.610260810e-02
471,1.055040334e+00,-4.077208008e+00,0.000000000e+00,4.211500355e+00,-8.610260810e-02
472,1.696000000e+00,-1.990393452e+00,0.000000000e+00,2.614972676e+00,1.230720951e+01
473,1.684834377e+00,-2.010888725e+00,0.000000000e+00,2.623421495e+00,1.230720951e+01
474,8.117058395e+00,8.336275804e+00,0.000000000e+00,1.163529678e+01,1.230720951e+01
475,8.096824790e+00,8.316296287e+00,0.000000000e+00,1.160686674e+01,1.230720951e+01
476,6.319894864e+00,-8.622336781e+00,0.000000000e+00,1.069045194e+01,-8.610260810e-02
477,6.318468670e+00,-8.682548547e+00,0.000000000e+00,1.073823522e+01,-8.610260810e-02
478,6.880971077e+00,-4.956041135e+00,0.000000000e+00,8.479982705e+00,1.230720951e+01
479,6.855082478e+00,-5.023164096e+00,0.000000000e+00,8.498490060e+00,1.230720951e+01
480,1.766927721e+00,-1.883810461e+00,0.000000000e+00,2.582784432e+00,1.230720951e+01
481,1.744885308e+00,-1.911325000e+00,0.000000000e+00,2.588008500e+00,1.230720951e+01
482,6.081022260e+00,-2.776180922e+00,0.000000000e+00,6.684759699e+00,-8.610260810e-02
483,6.004386054e+00,-2.832990428e+00,0.000000000e+00,6.639163099e+00,-8.610260810e-02
484,4.507770890e+00,-1.352586274e+00,0.000000000e+00,4.706324258e+00,-8.610260810e-02
485,4.482091121e+00,-1.243753263e+00,0.000000000e+00,4.651458158e+00,-8.610260810e-02
486,4.559617382e+00,-1.585705604e+00,0.000000000e+00,4.827481013e+00,-8.610260810e-02
487,4.632512077e+00,-1.909483102e+00,0.000000000e+00,5.010618111e+00,-8.610260810e-02
488,4.630253149e+00,-1.897930570e+00,0.000000000e+00,5.004136756e+00,-8.610260810e-02
489,4.464605161e+00,-1.169979869e+00,0.000000000e+00,4.615360456e+00,-8.610260810e-02
490,4.463145420e+00,-1.163564563e+00,0.000000000e+00,4.612325827e+00,-8.610260810e-02
491,4.436090992e+00,-1.043802328e+00,0.000000000e+00,4.557238921e+00,-8.610260810e-02
492,4.430585755e+00,-1.018883701e+00,0.000000000e+00,4.546230761e+00,-8.610260810e-02
493,4.185050846e+00,9.773368701e-01,0.000000000e+00,4.297654935e+00,-8.610260810e-02
494,4.185356456e+00,1.023389890e+00,0.000000000e+00,4.308658206e+00,-8.610260810e-02
495,4.201359187e+00,1.485583477e+00,0.000000000e+00,4.456273924e+00,-8.610260810e-02
496,4.203251250e+00,1.520058197e+00,0.000000000e+00,4.469664192e+00,-8.610260810e-02
497,4.197942918e+00,4.653763932e-01,0.000000000e+00,4.223659542e+00,-8.610260810e-02
498,4.195494066e+00,5.064393596e-01,0.000000000e+00,4.225949749e+00,-8.610260810e-02
499,5.477134478e+00,4.025034130e+00,0.000000000e+00,6.797050966e+00,-8.610260810e-02
500,5.504367321e+00,4.023520142e+00,0.000000000e+00,6.818120997e+00,-8.610260810e-02
501,5.395499152e+00,4.026361653e+00,0.000000000e+00,6.732235830e+00,-8.610260810e-02
502,5.433599101e+00,4.027251160e+00,0.000000000e+00,6.763338754e+00,-8.610260810e-02
503,4.282289599e+00,2.313940848e+00,0.000000000e+00,4.867476395e+00,-8.610260810e-02
504,4.283107015e+00,2.320219198e+00,0.000000000e+00,4.871182898e+00,-8.610260810e-02
505,4.239449153e+00,-5.377294897e-04,0.000000000e+00,4.239449188e+00,-8.610260810e-02
506,4.234532337e+00,4.066598296e-02,0.000000000e+00,4.234727599e+00,-8.610260810e-02
507,5.475936583e+00,-3.216211205e+00,0.000000000e+00,6.350582334e+00,-8.610260810e-02
508,5.455103798e+00,-3.229852265e+00,0.000000000e+00,6.339566475e+00,-8.610260810e-02
509,7.963315883e+00,1.803423410e+00,0.000000000e+00,8.164970045e+00,-8.610260810e-02
510,7.977690857e+00,1.765984696e+00,0.000000000e+00,8.170817178e+00,-8.610260810e-02
511,7.787607785e+00,2.194237395e+00,0.000000000e+00,8.090828929e+00,-8.610260810e-02
512,7.801641363e+00,2.166836971e+00,0.000000000e+00,8.096961801e+00,-8.610260810e-02
513,5.001015707e+00,3.935756055e+00,0.000000000e+00,6.363987258e+00,-8.610260810e-02
514,5.012479189e+00,3.940826571e+00,0.000000000e+00,6.376132188e+00,-8.610260810e-02
515,5.131841875e+00,3.987264542e+00,0.000000000e+00,6.498775235e+00,-8.610260810e-02
516,5.176112892e+00,3.998265157e+00,0.000000000e+00,6.540509837e+00,-8.610260810e-02
517,4.762578330e+00,-2.492657257e+00,0.000000000e+00,5.375452776e+00,-8.610260810e-02
518,4.739954791e+00,-2.384990663e+00,0.000000000e+00,5.306161690e+00,-8.610260810e-02
519,8.085070188e+00,1.433698487e+00,0.000000000e+00,8.211202792e+00,-8.610260810e-02
520,8.101803932e+00,1.368195490e+00,0.000000000e+00,8.216519083e+00,-8.610260810e-02
521,7.587163301e+00,2.541168494e+00,0.000000000e+00,8.001411393e+00,-8.610260810e-02
522,7.629997093e+00,2.474522079e+00,0.000000000e+00,8.021229030e+00,-8.610260810e-02
523,7.472851780e+00,-1.470639901e+00,0.000000000e+00,7.616186411e+00,-8.610260810e-02
524,7.461599496e+00,-1.484900208e+00,0.000000000e+00,7.607916645e+00,-8.610260810e-02
525,7.386179300e+00,-1.578503155e+00,0.000000000e+00,7.552967421e+00,-8.610260810e-02
526,7.381023254e+00,-1.584648210e+00,0.000000000e+00,7.549212822e+00,-8.610260810e-02
527,4.521161450e+00,3.358421893e+00,0.000000000e+00,5.632042122e+00,-8.610260810e-02
528,4.525409133e+00,3.367755676e+00,0.000000000e+00,5.641019953e+00,-8.610260810e-02
529,4.699156107e+00,-2.194176779e+00,0.000000000e+00,5.186181626e+00,-8.610260810e-02
530,4.687232388e+00,-2.141811966e+00,0.000000000e+00,5.153397516e+00,-8.610260810e-02
531,4.731465956e+00,-2.343010561e+00,0.000000000e+00,5.279817098e+00,-8.610260810e-02
532,4.718262597e+00,-2.279812389e+00,0.000000000e+00,5.240185728e+00,-8.610260810e-02
533,5.842540492e+00,-2.952372952e+00,0.000000000e+00,6.546127516e+00,-8.610260810e-02
534,5.818982660e+00,-2.968225225e+00,0.000000000e+00,6.532298231e+00,-8.610260810e-02
535,5.768262539e+00,-3.006625482e+00,0.000000000e+00,6.504817408e+00,-8.610260810e-02
536,4.634968681e+00,-1.922020093e+00,0.000000000e+00,5.017678339e+00,-8.610260810e-02
537,4.674687023e+00,-2.089603974e+00,0.000000000e+00,5.120463215e+00,-8.610260810e-02
538,4.215934746e+00,-3.817645761e+00,0.000000000e+00,5.687576368e+00,-8.610260810e-02
539,4.239776672e+00,-3.808817463e+00,0.000000000e+00,5.699368096e+00,-8.610260810e-02
540,4.289898230e+00,-3.793137952e+00,0.000000000e+00,5.726353320e+00,-8.610260810e-02
541,4.296097717e+00,-3.790633608e+00,0.000000000e+00,5.729341912e+00,-8.610260810e-02
542,5.274614360e+00,-4.261248785e+00,0.000000000e+00,6.780840497e+00,-8.610260810e-02
543,1.631147263e+00,-2.172213541e+00,0.000000000e+00,2.716459655e+00,1.230720951e+01
544,1.678361871e+00,-2.024350000e+00,0.000000000e+00,2.629618127e+00,1.230720951e+01
545,1.922861880e+00,-1.750847942e+00,0.000000000e+00,2.600551158e+00,1.230720951e+01
546,1.883500000e+00,-1.774456805e+00,0.000000000e+00,2.587715055e+00,1.230720951e+01
547,1.023869247e+01,-6.404462641e-01,0.000000000e+00,1.025870338e+01,1.230720951e+01
548,1.029350130e+01,-1.478607982e-01,0.000000000e+00,1.029456322e+01,1.230720951e+01
549,9.835260791e+00,1.943660615e+00,0.000000000e+00,1.002547612e+01,1.230720951e+01
550,9.879832736e+00,1.828857699e+00,0.000000000e+00,1.004767711e+01,1.230720951e+01
551,9.546368176e+00,2.730712945e+00,0.000000000e+00,9.929246625e+00,1.230720951e+01
552,1.021371815e+01,-7.410417206e-01,0.000000000e+00,1.024056547e+01,1.230720951e+01
553,9.956558504e+00,-1.390856741e+00,0.000000000e+00,1.005323529e+01,1.230720951e+01
554,9.947142561e+00,-1.408724677e+00,0.000000000e+00,1.004639987e+01,1.230720951e+01
555,9.929393936e+00,-1.436028375e+00,0.000000000e+00,1.003269861e+01,1.230720951e+01
556,7.359725971e+00,-8.912375793e+00,0.000000000e+00,1.155837396e+01,1.230720951e+01
557,7.390799898e+00,-8.972784070e+00,0.000000000e+00,1.162474847e+01,1.230720951e+01
558,7.436832830e+00,-9.063415000e+00,0.000000000e+00,1.172399139e+01,1.230720951e+01
559,7.437938301e+00,-9.065536983e+00,0.000000000e+00,1.172633306e+01,1.230720951e+01
560,7.305186331e+00,-8.801628689e+00,0.000000000e+00,1.143828724e+01,1.230720951e+01
561,6.763460895e+00,-7.239442471e+00,0.000000000e+00,9.907266554e+00,1.230720951e+01
562,6.724567490e+00,-7.026234626e+00,0.000000000e+00,9.725624964e+00,1.230720951e+01
563,6.948949247e+00,-7.923816311e+00,0.000000000e+00,1.053920114e+01,1.230720951e+01
564,6.955959837e+00,-7.943562596e+00,0.000000000e+00,1.055867245e+01,1.230720951e+01
565,6.914853371e+00,-7.819332642e+00,0.000000000e+00,1.043825465e+01,1.230720951e+01
566,6.916312495e+00,-7.824154039e+00,0.000000000e+00,1.044283319e+01,1.230720951e+01
567,7.085441610e+00,-8.294569124e+00,0.000000000e+00,1.090886611e+01,1.230720951e+01
568,7.088194873e+00,-8.301796462e+00,0.000000000e+00,1.091615001e+01,1.230720951e+01
569,7.133944130e+00,-8.415086992e+00,0.000000000e+00,1.103208266e+01,1.230720951e+01
570,7.149821519e+00,-8.451072419e+00,0.000000000e+00,1.106980455e+01,1.230720951e+01
571,2.559715735e+00,-2.106516783e+00,0.000000000e+00,3.315050166e+00,1.230720951e+01
572,2.536216301e+00,-2.003142283e+00,0.000000000e+00,3.231868210e+00,1.230720951e+01
