Point ID,Points_0,Points_1,Points_2,Points_Magnitude,psi
257,3.238728113e+00,-1.393192779e+01,0.000000000e+00,1.430342517e+01,-8.610260810e-02
258,5.522013134e+00,-4.849726206e+00,0.000000000e+00,7.349317882e+00,-8.610260810e-02
259,5.571957250e+00,-4.978549017e+00,0.000000000e+00,7.472125394e+00,-8.610260810e-02
260,5.500085494e+00,-4.803987936e+00,0.000000000e+00,7.302687213e+00,-8.610260810e-02
261,5.509321775e+00,-4.822245039e+00,0.000000000e+00,7.321657848e+00,-8.610260810e-02
262,5.444173109e+00,-4.660462071e+00,0.000000000e+00,7.166514324e+00,-8.610260810e-02
263,5.453773021e+00,-4.687542227e+00,0.000000000e+00,7.191431867e+00,-8.610260810e-02
264,9.495404627e+00,9.278281755e+00,0.000000000e+00,1.327588872e+01,1.230720951e+01
265,9.371842253e+00,9.210680923e+00,0.000000000e+00,1.314032230e+01,1.230720951e+01
266,1.028220865e+01,2.905223056e-01,0.000000000e+00,1.028631217e+01,1.230720951e+01
267,1.029253066e+01,1.586490813e-01,0.000000000e+00,1.029375330e+01,1.230720951e+01
268,6.683881388e+00,-5.740688233e+00,0.000000000e+00,8.810775890e+00,1.230720951e+01
269,6.678411211e+00,-5.796848775e+00,0.000000000e+00,8.843338285e+00,1.230720951e+01
270,6.659371844e+00,-6.388345393e+00,0.000000000e+00,9.228119538e+00,1.230720951e+01
271,6.659658509e+00,-6.402638983e+00,0.000000000e+00,9.238226962e+00,1.230720951e+01
272,3.019960971e+00,-4.104557863e+00,0.000000000e+00,5.095837470e+00,-8.610260810e-02
273,3.147776841e+00,-4.090563444e+00,0.000000000e+00,5.161512213e+00,-8.610260810e-02
274,3.375101283e+00,-4.051939897e+00,0.000000000e+00,5.273473769e+00,-8.610260810e-02
275,3.434765050e+00,-4.040902573e+00,0.000000000e+00,5.303442708e+00,-8.610260810e-02
276,3.605519688e+00,-3.998048200e+00,0.000000000e+00,5.383694050e+00,-8.610260810e-02
277,3.624744202e+00,-3.993687361e+00,0.000000000e+00,5.393357884e+00,-8.610260810e-02
278,5.612676760e+00,-5.084645597e+00,0.000000000e+00,7.573358651e+00,-8.610260810e-02
279,5.660777842e+00,-5.219440382e+00,0.000000000e+00,7.699802834e+00,-8.610260810e-02
280,5.751046850e+00,-5.465695056e+00,0.000000000e+00,7.934000398e+00,-8.610260810e-02
281,5.777232872e+00,-5.541111947e+00,0.000000000e+00,8.005019754e+00,-8.610260810e-02
282,9.775627638e+00,-1.690243075e+00,0.000000000e+00,9.920676255e+00,1.230720951e+01
283,9.671214115e+00,-1.836756449e+00,0.000000000e+00,9.844087398e+00,1.230720951e+01
284,2.176082107e+00,-4.045113767e+00,0.000000000e+00,4.593286266e+00,-8.610260810e-02
